Item_ID,Item_Wave,Item_Type,Item_Title,Item_Category,Item_Domain,Owner_Domain,Autonomous_Required,Human_Input_Allowed,Human_Work_Allowed,Codex_Action,Implementation_Target,Deliverable_Type,Acceptance_Criteria,QA_Gates_Required,Visual_Review_Required,Visual_Review_Method,Test_Required,Evidence_Required,Runtime_Proof_Required,EC2_Allowed,Blocker_Policy,Source_Plan_Root,Citation_File,Citation_Full_Path,Citation_Section,Citation_Line_Start,Citation_Line_End,Citation_Excerpt,Source_Package,Source_Type,Source_File_Size,Priority,Risk_Level,Status,Created_From,Notes,Source_Key,Source_File_Relative,Coverage_Level,Coverage_Audit_Status,Ultra_Source_Coverage_Record
W64-MI-221,Wave64,Autonomous_Model_Intelligence_Requirement,Wave30 Source Snapshot and Integrity Admission,archive_intake,source_governance,W64-MI-GOV,Yes,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,"Register every multipart archive part, logical ZIP hash, patch relationship, inventory count, CRC result, source defect, and authority ceiling without importing model authority.",Wave64 Rows221-260 additive child package,Schema_Registry_Service_Test_Evidence,"The five-part stream and patch are hash-bound; unsafe paths, missing parts, duplicate names, manifest inconsistencies, and the metadata-only authority ceiling are explicit.",AUTONOMOUS_MODEL_INTELLIGENCE_QA_AND_PROMOTION_PROTOCOL,Conditional,archive manifest and inventory review,Yes,Yes,No_Static_Control,Yes_When_Resource_Profile_And_Authority_Pass,Fail_Closed_With_Typed_Blocker_And_Continue_Unrelated_Work,C:/Comfy_UI_Main/Plan,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row221,413,419,Wave30 Source Snapshot and Integrity Admission,wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,46999,P0,CRITICAL,Planned_Static_Control_Allowed_Pre_Activation,Wave30 archive audit plus Wave64 Rows165-220 gap analysis,"Planning-only. Dependencies: Row149, Row152, Row165, Row201; static control work allowed before activation",W64-MI-221,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Pre_Activation_Control,Yes
W64-MI-222,Wave64,Autonomous_Model_Intelligence_Requirement,"Discovery, Operational, and Empirical Authority Tiers",authority,source_governance,W64-MI-GOV,Yes,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,"Separate source claims, normalized discovery metadata, installed operational assets, runtime observations, scoped certificates, and production selection authority.",Wave64 Rows221-260 additive child package,Schema_Registry_Service_Test_Evidence,"No Wave30 score, tag, copy-ready label, Civitai sample, or LLM statement can satisfy a runtime capability or promotion gate.",AUTONOMOUS_MODEL_INTELLIGENCE_QA_AND_PROMOTION_PROTOCOL,Conditional,authority-matrix review,Yes,Yes,No_Static_Control,Yes_When_Resource_Profile_And_Authority_Pass,Fail_Closed_With_Typed_Blocker_And_Continue_Unrelated_Work,C:/Comfy_UI_Main/Plan,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row222,421,427,"Discovery, Operational, and Empirical Authority Tiers",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,46999,P0,CRITICAL,Planned_Static_Control_Allowed_Pre_Activation,Wave30 archive audit plus Wave64 Rows165-220 gap analysis,"Planning-only. Dependencies: Row150, Row152, Row165, Row166, Row209, Row221; static control work allowed before activation",W64-MI-222,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Pre_Activation_Control,Yes
W64-MI-223,Wave64,Autonomous_Model_Intelligence_Requirement,"Model Asset Identity, Deduplication, and Version Lineage",identity_lineage,source_governance,W64-MI-GOV,Yes,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,"Resolve family, model, version, file, SHA-256, duplicate group, supersession, preferred revision, and storage identity as separate immutable entities.",Wave64 Rows221-260 additive child package,Schema_Registry_Service_Test_Evidence,Aliases converge on one content identity while distinct revisions remain independently testable and historically addressable.,AUTONOMOUS_MODEL_INTELLIGENCE_QA_AND_PROMOTION_PROTOCOL,Yes,dedupe and lineage fixture review,Yes,Yes,Yes,Yes_When_Resource_Profile_And_Authority_Pass,Fail_Closed_With_Typed_Blocker_And_Continue_Unrelated_Work,C:/Comfy_UI_Main/Plan,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row223,429,435,"Model Asset Identity, Deduplication, and Version Lineage",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,46999,P0,CRITICAL,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Wave30 archive audit plus Wave64 Rows165-220 gap analysis,"Planning-only. Dependencies: Row043, Row051, Row152, Row153, Row221, Row222; execution deferred by wave64_model_library_download_readiness_gate_v1",W64-MI-223,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-224,Wave64,Autonomous_Model_Intelligence_Requirement,"Model Lifecycle, Decision Authority, and Revocation State Machine",lifecycle,source_governance,W64-MI-GOV,Yes,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,"Define discovery, admitted, installed, load-proven, benchmark-candidate, provisionally-certified, production-certified, suspended, revoked, rejected, and superseded transitions.",Wave64 Rows221-260 additive child package,Schema_Registry_Service_Test_Evidence,"Every transition has one authority, evidence prerequisites, expiry, rollback, and immutable event history; an LLM cannot certify or promote.",AUTONOMOUS_MODEL_INTELLIGENCE_QA_AND_PROMOTION_PROTOCOL,Yes,state-transition and forbidden-authority tests,Yes,Yes,Yes,Yes_When_Resource_Profile_And_Authority_Pass,Fail_Closed_With_Typed_Blocker_And_Continue_Unrelated_Work,C:/Comfy_UI_Main/Plan,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row224,437,443,"Model Lifecycle, Decision Authority, and Revocation State Machine",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,46999,P0,CRITICAL,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Wave30 archive audit plus Wave64 Rows165-220 gap analysis,"Planning-only. Dependencies: Row150, Row152, Row197, Row198, Row201, Row221, Row222, Row223; execution deferred by wave64_model_library_download_readiness_gate_v1",W64-MI-224,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-225,Wave64,Autonomous_Model_Intelligence_Requirement,Strict Model Asset Intelligence Card,asset_cards,catalog_intelligence,W64-MI-CAT,Yes,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,"Normalize Wave30, Civitai, local, S3, EC2, ComfyUI, hash, loader, taxonomy, prompt, trigger, compatibility, rights, availability, and evidence fields into a strict versioned card.",Wave64 Rows221-260 additive child package,Schema_Registry_Service_Test_Evidence,"Each card distinguishes claimed, inferred, observed, measured, and certified facts and carries source-level citations and freshness.",AUTONOMOUS_MODEL_INTELLIGENCE_QA_AND_PROMOTION_PROTOCOL,Yes,"schema, source crosswalk, and sample-card review",Yes,Yes,Yes,Yes_When_Resource_Profile_And_Authority_Pass,Fail_Closed_With_Typed_Blocker_And_Continue_Unrelated_Work,C:/Comfy_UI_Main/Plan,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row225,445,451,Strict Model Asset Intelligence Card,wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,46999,P0,CRITICAL,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Wave30 archive audit plus Wave64 Rows165-220 gap analysis,"Planning-only. Dependencies: Row044, Row054, Row165, Row221, Row222, Row223; execution deferred by wave64_model_library_download_readiness_gate_v1",W64-MI-225,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-226,Wave64,Autonomous_Model_Intelligence_Requirement,"Capability, Role, Region, Modality, and Defect Ontology",ontology,catalog_intelligence,W64-MI-CAT,Yes,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,"Map checkpoints, LoRAs, adapters, controls, video, audio, speech, Foley, upscalers, and analyzers to normalized pass intents, targets, defects, controls, and risks.",Wave64 Rows221-260 additive child package,Schema_Registry_Service_Test_Evidence,"The selector can query exact functional meaning across character, scene, image, video, audio, and AV work without relying on filenames.",AUTONOMOUS_MODEL_INTELLIGENCE_QA_AND_PROMOTION_PROTOCOL,Yes,ontology coverage and ambiguity review,Yes,Yes,Yes,Yes_When_Resource_Profile_And_Authority_Pass,Fail_Closed_With_Typed_Blocker_And_Continue_Unrelated_Work,C:/Comfy_UI_Main/Plan,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row226,453,459,"Capability, Role, Region, Modality, and Defect Ontology",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,46999,P0,CRITICAL,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Wave30 archive audit plus Wave64 Rows165-220 gap analysis,"Planning-only. Dependencies: Row051, Row054, Row153, Row155, Row165, Row173, Row209, Row225; execution deferred by wave64_model_library_download_readiness_gate_v1",W64-MI-226,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-227,Wave64,Autonomous_Model_Intelligence_Requirement,"Family, Artifact, Revision, Bundle, and Certificate Separation",hierarchy,catalog_intelligence,W64-MI-CAT,Yes,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,"Model discovery operates at family level while execution, evidence, and certification bind exact artifact revisions and execution bundles.",Wave64 Rows221-260 additive child package,Schema_Registry_Service_Test_Evidence,"No family summary is used as artifact proof and no artifact certificate silently transfers to another hash, workflow, adapter bundle, or runtime.",AUTONOMOUS_MODEL_INTELLIGENCE_QA_AND_PROMOTION_PROTOCOL,Yes,cross-level leakage tests,Yes,Yes,Yes,Yes_When_Resource_Profile_And_Authority_Pass,Fail_Closed_With_Typed_Blocker_And_Continue_Unrelated_Work,C:/Comfy_UI_Main/Plan,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row227,461,467,"Family, Artifact, Revision, Bundle, and Certificate Separation",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,46999,P0,CRITICAL,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Wave30 archive audit plus Wave64 Rows165-220 gap analysis,"Planning-only. Dependencies: Row152, Row156, Row165, Row223, Row224, Row225; execution deferred by wave64_model_library_download_readiness_gate_v1",W64-MI-227,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-228,Wave64,Autonomous_Model_Intelligence_Requirement,Hybrid Retrieval Index and Immutable Citation Projection,retrieval_index,catalog_intelligence,W64-MI-CAT,Yes,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,"Build structured filters, full-text search, embeddings, taxonomy joins, evidence joins, and materialized summaries over immutable source and empirical records.",Wave64 Rows221-260 additive child package,Schema_Registry_Service_Test_Evidence,"Every retrieved fact resolves to a versioned record and evidence reference; stale, conflicting, missing, and superseded records remain visible.",AUTONOMOUS_MODEL_INTELLIGENCE_QA_AND_PROMOTION_PROTOCOL,Yes,"retrieval precision, freshness, conflict, and citation tests",Yes,Yes,Yes,Yes_When_Resource_Profile_And_Authority_Pass,Fail_Closed_With_Typed_Blocker_And_Continue_Unrelated_Work,C:/Comfy_UI_Main/Plan,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row228,469,475,Hybrid Retrieval Index and Immutable Citation Projection,wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,46999,P0,CRITICAL,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Wave30 archive audit plus Wave64 Rows165-220 gap analysis,"Planning-only. Dependencies: Row051, Row054, Row198, Row202, Row221, Row225, Row226, Row227; execution deferred by wave64_model_library_download_readiness_gate_v1",W64-MI-228,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-229,Wave64,Autonomous_Model_Intelligence_Requirement,"Engine, Base-Family, Loader, and Adapter Hard Compatibility Graph",hard_compatibility,compatibility_and_bundles,W64-MI-COMPAT,Yes,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,"Represent exact compatible and incompatible edges for engines, checkpoints, LoRAs, VAEs, encoders, controls, schedulers, nodes, workflows, quantizations, and media adapters.",Wave64 Rows221-260 additive child package,Schema_Registry_Service_Test_Evidence,Wrong-family assets and unproven cross-family assumptions fail before ranking with typed reasons.,AUTONOMOUS_MODEL_INTELLIGENCE_QA_AND_PROMOTION_PROTOCOL,Yes,positive and negative compatibility fixtures,Yes,Yes,Yes,Yes_When_Resource_Profile_And_Authority_Pass,Fail_Closed_With_Typed_Blocker_And_Continue_Unrelated_Work,C:/Comfy_UI_Main/Plan,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row229,477,483,"Engine, Base-Family, Loader, and Adapter Hard Compatibility Graph",wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,46999,P0,CRITICAL,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Wave30 archive audit plus Wave64 Rows165-220 gap analysis,"Planning-only. Dependencies: Row036, Row044, Row054, Row065, Row165, Row166, Row225, Row226, Row227; execution deferred by wave64_model_library_download_readiness_gate_v1",W64-MI-229,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
W64-MI-230,Wave64,Autonomous_Model_Intelligence_Requirement,Exact Model Execution Bundle Compiler,execution_bundle,compatibility_and_bundles,W64-MI-COMPAT,Yes,Yes_For_Policy_Calibration_And_Adjudication,No_Manual_Work_Required_For_Normal_Operation,"Compile one selectable unit from base model, LoRA stack, VAE, encoders, controls, workflow hash, node/runtime lock, sampler, precision, hardware, and prompt adapter.",Wave64 Rows221-260 additive child package,Schema_Registry_Service_Test_Evidence,Selection and evidence bind the complete reproducible bundle rather than a model brand or standalone LoRA.,AUTONOMOUS_MODEL_INTELLIGENCE_QA_AND_PROMOTION_PROTOCOL,Yes,bundle reproducibility and substitution tests,Yes,Yes,Yes,Yes_When_Resource_Profile_And_Authority_Pass,Fail_Closed_With_Typed_Blocker_And_Continue_Unrelated_Work,C:/Comfy_UI_Main/Plan,WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Row230,485,491,Exact Model Execution Bundle Compiler,wave64_autonomous_model_intelligence_rows221_260,Additive_Model_Intelligence_Plan,46999,P0,CRITICAL,Deferred_Pending_Complete_Model_Library_Download_Inventory_Verification_And_Main_Task_Acknowledgement,Wave30 archive audit plus Wave64 Rows165-220 gap analysis,"Planning-only. Dependencies: Row156, Row165, Row166, Row170, Row171, Row227, Row229; execution deferred by wave64_model_library_download_readiness_gate_v1",W64-MI-230,Plan/00_PROJECT_CONTROL/WAVE64_AUTONOMOUS_MODEL_INTELLIGENCE_AND_SELECTION_MASTER_PLAN.md,Full_Planning_Coverage,Static_Validated_Runtime_Deferred_By_Activation_Gate,Yes
